steps,return
6720.0,2.3514928545559917
13440.0,2.042199256799203
20160.0,1.3777125250794522
26880.0,1.5864067782698188
33600.0,0.7788295442050268
40320.0,1.4489108437622367
47040.0,0.4515843772612666
53760.0,1.1530675895179858
60480.0,2.8194296111180703
67200.0,4.971133619833443
73920.0,0.12483748761149085
80640.0,4.104831498974315
87360.0,4.812972463337985
94080.0,4.15619531006563
100800.0,3.361014570923092
107520.0,0.26739524909129136
114240.0,3.2597295260808954
120960.0,1.0209577613313532
127680.0,1.3206078786677578
134400.0,2.2762655118237736
141120.0,0.2853832144171736
147840.0,7.645547920590413
154560.0,2.083811776144952
161280.0,1.8687550529874983
168000.0,1.6239632420498957
174720.0,0.6291967072649132
181440.0,5.290878625372171
188160.0,5.610267330735502
194880.0,8.423006525321325
201600.0,1.0516203532477715
208320.0,6.68234437455399
215040.0,3.080154324701551
221760.0,4.848365198352047
228480.0,4.961421637853992
235200.0,5.073044450160719
241920.0,4.169072382647611
248640.0,5.378483735819073
255360.0,4.023973641931354
262080.0,0.5877497487591662
268800.0,6.839295509335513
275520.0,3.9363357425865324
282240.0,0.651079560161514
288960.0,7.485027411594094
295680.0,4.698861808268786
302400.0,4.530773158582515
309120.0,4.2170730727507815
315840.0,0.8132674639787489
322560.0,0.47251408090760577
329280.0,4.748294727434836
336000.0,3.6554262448404296
342720.0,5.415838542012559
349440.0,8.323717277766143
356160.0,2.2466339704034315
362880.0,7.981923070443434
369600.0,2.0757124005303638
376320.0,7.232193017540322
383040.0,1.8278634466040906
389760.0,0.7507059977275132
396480.0,5.336673689521838
403200.0,3.0154268165625537
409920.0,7.83578726640326
416640.0,3.511621315383025
