steps,return
4480.0,15.952944993013563
8960.0,15.905188953369915
13440.0,15.876335350113802
17920.0,15.876335350113802
22400.0,15.967556625061988
26880.0,15.967556625061988
31360.0,15.985288879358013
35840.0,16.086377575353975
40320.0,16.236004188273412
44800.0,16.530344422016256
49280.0,16.933004179390156
53760.0,17.730497369914104
58240.0,17.82097996569192
62720.0,18.156755972397352
67200.0,18.156755972397352
71680.0,18.185609575653466
76160.0,18.111277812345218
80640.0,18.008092445780864
85120.0,18.36285465263341
89600.0,18.840054314154216
94080.0,19.61402892298328
98560.0,19.378527151544496
103040.0,19.42051500878425
107520.0,19.530110706171037
112000.0,19.670943121254567
116480.0,19.752150764466716
120960.0,19.373463602150643
125440.0,19.295527421284458
129920.0,19.289545385338393
134400.0,19.373463602150643
138880.0,19.126211612361892
143360.0,19.126211612361892
147840.0,19.12022957641583
152320.0,19.054741282476158
156800.0,19.114247540469766
161280.0,19.3782754560052
165760.0,19.51756747958014
170240.0,19.764114836358846
174720.0,19.827590225274967
179200.0,19.845322479570992
183680.0,19.8216081893289
188160.0,19.8216081893289
192640.0,19.815840006925004
197120.0,19.815840006925004
201600.0,19.79212571668291
206080.0,19.745539859130773
210560.0,19.635264759120346
215040.0,19.635264759120346
219520.0,19.549710811135117
224000.0,19.48104639451387
