steps,return
4480.0,15.952944993013563
8960.0,15.81396767842173
13440.0,15.81396767842173
17920.0,15.74769750720223
22400.0,15.74769750720223
26880.0,15.81396767842173
31360.0,15.876335350113802
35840.0,15.938703021805875
40320.0,15.556250455824998
44800.0,15.622520627044501
49280.0,15.622520627044501
53760.0,15.632519102118959
58240.0,15.58593324456682
62720.0,15.882187774318576
67200.0,16.519623609957808
71680.0,17.424039066383145
76160.0,17.817221499990847
80640.0,17.781930038983212
85120.0,17.822251086368254
89600.0,17.968759744851127
94080.0,18.392550978821564
98560.0,19.477215353513365
103040.0,19.167372922053996
107520.0,19.17849427101408
112000.0,19.27841707194482
116480.0,19.35586943777662
120960.0,19.513221174807054
125440.0,19.728650327766797
129920.0,19.55653557001323
134400.0,19.44376374994487
138880.0,19.42004945970278
143360.0,19.44890306295889
147840.0,19.38108136926969
152320.0,19.321361257733912
156800.0,19.476749804431897
161280.0,19.637743213225374
165760.0,19.68206447021466
170240.0,19.763272113426805
174720.0,19.839340443624927
179200.0,19.84532247957099
183680.0,19.815840006925004
188160.0,19.705564906914574
192640.0,19.635264759120346
197120.0,19.62928272317428
201600.0,19.62928272317428
206080.0,19.62928272317428
210560.0,19.62928272317428
215040.0,19.62928272317428
219520.0,19.543728775189052
224000.0,19.463314140217847
