steps,return
4480.0,18.56245923828746
8960.0,19.863054733867013
13440.0,19.86903676981308
17920.0,19.898519242459066
22400.0,19.86903676981308
26880.0,19.839340443624927
31360.0,19.827590225274967
35840.0,19.78614368073685
40320.0,19.875018805759144
44800.0,19.74469713619873
49280.0,19.839340443624923
53760.0,19.59895752759625
58240.0,19.698111278646593
62720.0,19.27512112529415
67200.0,19.32521056468733
71680.0,19.45321791899378
76160.0,19.11163099644274
80640.0,19.828646801749173
85120.0,19.247256117868233
89600.0,19.84553633311316
94080.0,19.79789389908681
98560.0,19.39100026885741
103040.0,19.82821909466484
107520.0,19.525996520893035
112000.0,19.711546942860647
116480.0,18.570565643617805
120960.0,18.758783888927905
