steps,return
5600.0,3.057420312415135
11200.0,6.335280144890433
16800.0,2.6433521602136065
22400.0,1.1222874713220705
28000.0,1.4160607364549556
33600.0,2.430719083895398
39200.0,4.368403838424133
44800.0,4.799886829279825
50400.0,0.438519521210881
56000.0,2.3022477253510907
61600.0,2.4562852691116595
67200.0,0.18554766983381935
72800.0,3.4698240538750014
78400.0,4.54575598696265
84000.0,2.8145747884857757
89600.0,0.6519287077146068
95200.0,0.22501165995251787
100800.0,5.459315598335851
106400.0,4.237310553475567
112000.0,2.2118911864966875
117600.0,2.3641825490866237
123200.0,5.933008982425327
128800.0,2.105478758473716
134400.0,3.6027823012808327
140000.0,4.489294279026296
145600.0,3.994095314790808
151200.0,4.4597755238816585
156800.0,0.5240564307131889
162400.0,6.427784965913749
168000.0,0.503368983763633
173600.0,0.5874065167491742
179200.0,0.25914615194129914
184800.0,2.7388879575547582
190400.0,0.7318638449811854
