steps,return
4480.0,16.015312664705636
8960.0,15.905188953369915
13440.0,15.967556625061988
17920.0,16.015312664705636
22400.0,16.442155477525056
26880.0,16.651411715388974
31360.0,16.982542020133003
35840.0,17.692617728164837
40320.0,18.351632467956424
44800.0,18.906988768850123
49280.0,18.83154930804188
53760.0,18.813817053745854
58240.0,18.843840839093474
62720.0,18.757116709016735
67200.0,18.709360669373087
71680.0,18.72709292366911
76160.0,18.76255743226116
80640.0,19.134011784284912
85120.0,19.80985797097894
89600.0,19.68761879907638
94080.0,19.803875935032874
98560.0,19.834201130610904
103040.0,19.79359730900483
107520.0,19.111448591638762
112000.0,19.021762192422614
116480.0,18.749995939717348
120960.0,18.79176994341493
125440.0,18.697428046219148
129920.0,18.720299613529196
134400.0,18.61757089933397
138880.0,18.4787719469747
143360.0,18.32057748701222
147840.0,18.14281044421986
