3,5989,9483,8551,5258,4932,9882,10568,5956,6359,11143,5028,9881
5,5950,9436,8532,5248,4970,9910,10607,5994,6388,11143,5047,9881
6,5911,9397,8532,5248,5008,9958,10626,6023,6397,11133,5057,9872
7,5863,9368,8532,5238,5046,9967,10655,6052,6397,11124,5057,9862
8,5834,9320,8522,5248,5075,9977,10694,6081,6397,11114,5057,9843
10,5795,9281,8522,5238,5084,9977,10723,6119,6397,11114,5047,9833
11,5746,9233,8522,5258,5103,9977,10772,6157,6407,11124,5057,9824
12,5717,9204,8522,5267,5094,9967,10810,6196,6407,11124,5047,9814
13,5668,9175,8532,5286,5094,9958,10849,6234,6407,11133,5047,9814
14,5630,9117,8551,5305,5084,9939,10898,6273,6407,11133,5028,9804
16,5591,9088,8570,5315,5075,9910,10927,6311,6407,11133,5028,9795
17,5562,9039,8590,5344,5056,9901,10975,6349,6397,11133,5028,9795
18,5525,8991,8609,5382,5027,9882,11024,6388,6397,11143,5018,9795
19,5497,8942,8619,5392,4999,9863,11053,6426,6388,11143,5018,9804
21,5450,8913,8657,5421,4980,9834,11111,6445,6378,11143,5018,9814
22,5441,8913,8676,5449,4961,9806,11111,6464,6369,11143,5009,9824
23,5413,8923,8705,5478,4923,9787,11150,6464,6349,11143,4999,9843
24,5404,8952,8734,5507,4885,9758,11159,6445,6340,11153,4990,9843
26,5394,8991,8744,5526,4856,9730,11140,6426,6340,11153,4980,9881
27,5422,9039,8763,5564,4837,9711,11111,6388,6340,11172,4980,9881
28,5441,9068,8792,5603,4809,9682,11092,6349,6330,11172,4980,9900
29,5488,9117,8802,5622,4790,9663,11063,6301,6311,11182,4980,9920
31,5506,9146,8831,5651,4742,9625,11024,6273,6292,11191,4970,9929
32,5553,9194,8840,5690,4723,9597,10985,6215,6283,11201,4970,9948
33,5591,9223,8869,5719,4685,9578,10966,6167,6283,11191,4970,9958
34,5639,9262,8898,5738,4657,9559,10927,6119,6273,11201,4970,9977
36,5688,9301,8898,5777,4628,9521,10898,6071,6264,11201,4970,9977
37,5727,9339,8918,5806,4609,9502,10859,6023,6254,11201,4970,9977
38,5775,9388,8947,5854,4581,9473,10820,5985,6235,11211,4970,9977
40,5824,9417,8947,5874,4562,9445,10781,5937,6225,11211,4970,9987
41,5853,9464,8966,5903,4524,9417,10743,5898,6225,11211,4970,9987
42,5902,9511,8976,5932,4505,9388,10713,5850,6225,11211,4970,9987
43,5931,9540,8995,5961,4476,9368,10675,5802,6225,11211,4951,9996
45,5970,9587,9024,6000,4457,9339,10646,5764,6225,11220,4961,9996
46,6018,9635,9033,6019,4429,9310,10607,5726,6225,11220,4961,9996
47,6067,9673,9053,6038,4419,9291,10568,5668,6235,11220,4951,9996
48,6106,9720,9072,6077,4391,9262,10539,5639,6235,11220,4961,9996
50,6154,9749,9082,6106,4381,9243,10490,5601,6244,11220,4951,9996
51,6203,9796,9091,6135,4353,9213,10461,5563,6244,11220,4951,10006
52,6242,9834,9111,6145,4343,9194,10432,5544,6264,11220,4951,10006
53,6281,9882,9140,6164,4315,9165,10394,5535,6264,11220,4941,9996
55,6329,9929,9149,6193,4296,9146,10374,5535,6273,11220,4951,10006
56,6388,9967,9159,6242,4286,9117,10345,5535,6264,11220,4951,10006
57,6427,9996,9188,6251,4248,9097,10335,5554,6264,11220,4951,9996
58,6456,10043,9217,6280,4229,9068,10306,5554,6264,11220,4951,9996
60,6514,10062,9246,6329,4220,9049,10287,5563,6264,11220,4951,10006
61,6553,10053,9294,6368,4182,9020,10277,5573,6254,11230,4951,10006
62,6572,10043,9313,6387,4163,8991,10287,5591,6254,11230,4951,10006
63,6601,10005,9361,6435,4125,8962,10267,5601,6254,11249,4951,10006
65,6601,9986,9381,6455,4077,8933,10248,5620,6254,11259,4951,10015
66,6601,9958,9419,6455,4030,8904,10258,5639,6254,11259,4941,10006
67,6592,9920,9448,6464,4011,8865,10248,5659,6254,11259,4941,10015
68,6572,9882,9476,6455,3963,8826,10258,5668,6244,11259,4941,10006
70,6563,9844,9524,6455,3935,8807,10258,5697,6244,11259,4941,10006
71,6524,9796,9563,6397,3906,8787,10248,5716,6244,11259,4941,10006
72,6504,9758,9572,6368,3887,8778,10248,5745,6244,11259,4941,10006
73,6465,9720,9620,6319,3887,8797,10258,5764,6235,11259,4932,10006
75,6446,9673,9639,6290,3878,8807,10277,5793,6235,11259,4932,10006
76,6397,9635,9630,6242,3906,8855,10287,5812,6235,11259,4932,10006
77,6349,9606,9611,6203,3916,8884,10287,5841,6244,11249,4932,10006
78,6310,9568,9582,6135,3944,8933,10297,5879,6254,11240,4932,10006
80,6271,9521,9553,6116,3992,8981,10306,5898,6264,11220,4932,10006
81,6242,9492,9486,6058,4030,9039,10326,5937,6264,11211,4932,10006
82,6213,9454,9448,6029,4058,9078,10345,5966,6264,11201,4932,10006
83,6164,9427,9400,5980,4077,9136,10345,6004,6264,11182,4941,9996
85,6145,9397,9361,5941,4125,9175,10364,6042,6264,11153,4961,9987
86,6106,9388,9304,5893,4163,9223,10384,6071,6273,11143,4970,9987
87,6067,9349,9284,5854,4182,9262,10394,6119,6273,11133,4980,9987
88,6047,9330,9236,5825,4220,9310,10423,6148,6283,11124,4980,9958
90,6018,9301,9197,5787,4248,9359,10442,6186,6283,11095,4999,9948
91,5989,9272,9159,5738,4296,9397,10452,6225,6302,11075,5009,9939
92,5979,9243,9120,5709,4343,9445,10481,6244,6311,11075,5028,9920
