3,5999,9445,8676,5430,4961,9853,10490,5946,6455,11133,5124,9843
5,5970,9407,8667,5430,4999,9901,10510,5985,6474,11104,5134,9814
6,5931,9388,8667,5440,5046,9920,10549,6014,6502,11085,5153,9804
7,5902,9339,8657,5440,5084,9967,10558,6052,6502,11066,5173,9785
8,5843,9310,8648,5459,5113,9977,10578,6071,6502,11066,5163,9747
10,5824,9262,8648,5459,5141,9996,10626,6119,6512,11066,5153,9737
11,5766,9223,8657,5459,5160,9986,10646,6148,6521,11066,5144,9718
12,5727,9184,8657,5469,5160,9977,10684,6186,6521,11075,5134,9689
13,5698,9146,8667,5488,5160,9977,10723,6225,6521,11075,5124,9670
14,5649,9107,8676,5507,5151,9967,10762,6273,6521,11066,5134,9661
16,5610,9068,8696,5517,5132,9939,10801,6311,6512,11066,5115,9642
17,5581,9030,8705,5526,5113,9910,10840,6349,6512,11085,5105,9632
18,5534,8962,8715,5536,5094,9901,10888,6388,6502,11085,5105,9632
19,5506,8923,8725,5545,5056,9872,10907,6416,6483,11095,5086,9661
21,5478,8904,8744,5573,5037,9844,10956,6436,6464,11104,5076,9661
22,5441,8894,8754,5593,4999,9806,10975,6426,6455,11104,5067,9670
23,5432,8923,8773,5603,4961,9787,10985,6426,6426,11124,5057,9699
24,5432,8952,8783,5603,4932,9758,11014,6407,6397,11133,5047,9728
26,5413,8991,8792,5632,4904,9730,11033,6368,6397,11133,5028,9747
27,5432,9039,8812,5632,4866,9701,11033,6330,6388,11133,5028,9795
28,5450,9068,8831,5661,4818,9673,11033,6301,6369,11143,5018,9824
29,5488,9107,8840,5680,4799,9654,11004,6253,6349,11143,5009,9872
31,5525,9146,8850,5699,4742,9616,10975,6215,6330,11153,5009,9881
32,5581,9194,8850,5709,4723,9597,10956,6157,6311,11153,4999,9900
33,5610,9223,8869,5728,4695,9568,10907,6119,6302,11162,4980,9929
34,5668,9262,8889,5738,4647,9540,10888,6071,6283,11172,4980,9939
36,5717,9301,8898,5767,4619,9511,10849,6023,6283,11172,4980,9958
37,5756,9339,8908,5777,4590,9492,10810,5985,6264,11182,4980,9977
38,5795,9388,8918,5806,4562,9464,10781,5927,6244,11191,4980,9977
40,5834,9436,8918,5825,4543,9427,10743,5889,6235,11191,4970,9977
41,5853,9473,8937,5835,4505,9397,10704,5841,6225,11191,4980,9977
42,5911,9521,8947,5854,4476,9378,10665,5802,6225,11201,4980,9987
43,5950,9549,8947,5864,4467,9349,10636,5764,6225,11191,4970,9987
45,5989,9597,8956,5874,4429,9330,10597,5726,6225,11191,4980,9987
46,6047,9635,8966,5893,4410,9301,10558,5678,6235,11201,4980,9987
47,6077,9673,8976,5903,4391,9281,10529,5659,6235,11201,4970,9987
48,6125,9720,8985,5922,4372,9252,10490,5639,6235,11201,4980,9996
50,6164,9758,8995,5941,4353,9233,10471,5639,6235,11201,4980,9996
51,6213,9796,9005,5961,4343,9194,10442,5639,6244,11201,4980,9996
52,6252,9844,9024,5961,4315,9175,10413,5649,6244,11211,4970,9996
53,6300,9891,9033,5990,4296,9155,10394,5659,6264,11211,4970,9996
55,6339,9939,9043,6019,4286,9136,10384,5668,6273,11211,4970,9996
56,6388,9986,9062,6029,4258,9107,10364,5678,6273,11211,4970,9996
57,6446,10043,9082,6067,4248,9078,10355,5697,6273,11211,4970,9996
58,6495,10072,9111,6096,4229,9059,10335,5716,6264,11220,4970,9996
60,6524,10091,9149,6135,4201,9030,10345,5726,6264,11220,4970,10006
61,6572,10091,9169,6154,4182,9000,10335,5745,6264,11220,4970,10006
62,6601,10081,9207,6193,4163,8971,10326,5764,6264,11220,4970,10006
63,6631,10053,9236,6232,4115,8942,10316,5774,6264,11211,4970,10006
65,6640,10024,9275,6242,4068,8904,10306,5793,6254,11230,4961,10015
66,6640,9996,9304,6242,4030,8865,10306,5822,6254,11230,4970,10006
67,6621,9967,9333,6251,4011,8836,10306,5841,6254,11249,4970,10006
68,6582,9929,9381,6261,3963,8797,10306,5860,6244,11249,4951,10006
70,6563,9891,9410,6251,3954,8778,10306,5889,6244,11249,4951,10006
71,6533,9863,9448,6232,3916,8768,10306,5898,6244,11259,4941,10006
72,6504,9825,9476,6213,3887,8768,10306,5927,6244,11259,4941,10006
73,6456,9787,9524,6154,3878,8768,10306,5956,6244,11259,4932,10006
75,6427,9749,9553,6125,3887,8797,10306,5985,6244,11259,4932,10006
76,6388,9720,9563,6077,3916,8836,10306,6004,6244,11259,4932,10006
77,6349,9673,9553,6038,3935,8875,10306,6023,6244,11259,4922,10006
78,6310,9654,9534,6009,3963,8923,10326,6052,6254,11259,4903,9996
80,6271,9616,9496,5961,4001,8952,10326,6071,6264,11230,4912,9987
81,6242,9587,9457,5903,4030,9000,10335,6090,6264,11201,4912,9987
82,6213,9559,9410,5854,4068,9059,10345,6119,6273,11191,4932,9987
83,6184,9530,9371,5816,4115,9107,10345,6138,6283,11162,4951,9977
85,6135,9502,9323,5767,4163,9165,10355,6157,6292,11133,4970,9977
86,6106,9464,9294,5738,4182,9194,10374,6167,6302,11095,5009,9977
87,6077,9436,9246,5719,4220,9243,10384,6196,6311,11066,5018,9958
