steps,return
1440.0,-0.14788827891671286
2880.0,0.06253315387036407
4320.0,0.24812743075243193
5760.0,0.39995169908333783
7200.0,0.5722254164787779
8640.0,0.7423101415778096
10080.0,0.8858097124007771
11520.0,1.0629766147768218
12960.0,1.1684486616101886
14400.0,1.2744346810368823
15840.0,1.340259476870911
17280.0,1.40924429130562
18720.0,1.4956506472369575
20160.0,1.5757896711579233
21600.0,1.6566611023081064
23040.0,1.715685130058314
24480.0,1.755807831924649
25920.0,1.7956396521563445
27360.0,1.8185259521075652
28800.0,1.8246597799862645
30240.0,1.8301832764915758
31680.0,1.8366401750853925
33120.0,1.8371024122294077
34560.0,1.8407630108152426
36000.0,1.843284387907648
37440.0,1.8486991581865
38880.0,1.8526022171907337
40320.0,1.85510473705249
41760.0,1.863386083537954
43200.0,1.867703765312984
44640.0,1.8665039014749514
46080.0,1.8658801049210654
47520.0,1.8682431702292677
48960.0,1.8680814549616225
50400.0,1.8706069362142268
51840.0,1.8753743458999608
53280.0,1.8737860113855467
54720.0,1.8716995068625564
56160.0,1.8686238873012821
57600.0,1.8720604582486935
59040.0,1.8709833484670024
60480.0,1.8694549793852044
61920.0,1.8733360954575817
63360.0,1.871314571529989
64800.0,1.8709376205220942
66240.0,1.8687956232444412
67680.0,1.8742390378742275
69120.0,1.871775064169129
70560.0,1.8683324177538818
72000.0,1.8721503284161276
73440.0,1.8708981244075584
74880.0,1.8710767021642547
76320.0,1.869609745975537
77760.0,1.8717262515724615
79200.0,1.8712356648299582
80640.0,1.870374797423668
82080.0,1.8738855582952199
83520.0,1.8699430405091355
84960.0,1.8704705893343854
86400.0,1.8704174787995962
87840.0,1.8720029215612766
89280.0,1.868363499177463
90720.0,1.8705484749540489
92160.0,1.8759531934035092
93600.0,1.8739272884548097
95040.0,1.87246431437131
96480.0,1.8701993095121037
97920.0,1.8700353519937798
99360.0,1.8722453271701172
100800.0,1.8719167817509834
102240.0,1.875262289311148
103680.0,1.8737770603042905
105120.0,1.8692929015989759
106560.0,1.866877931574356
108000.0,1.8736388143221618
109440.0,1.8705993000705883
110880.0,1.8703955240403976
112320.0,1.874392651590861
113760.0,1.868887004753351
115200.0,1.8682675384916405
116640.0,1.8684671329932752
118080.0,1.8728198877749058
119520.0,1.868117739190542
120960.0,1.8722257465281713
122400.0,1.873965183824542
123840.0,1.8698601767815766
125280.0,1.8695484660550552
126720.0,1.870888288309659
128160.0,1.8715464247963653
