steps,return
1440.0,1.376153629868656
2880.0,1.5418641624227778
4320.0,1.721111194406834
5760.0,1.8981886481263537
7200.0,2.069197082024577
8640.0,2.248376871938447
10080.0,2.348282633426607
11520.0,2.4492206528954337
12960.0,2.536145670945264
14400.0,2.610415769170292
15840.0,2.6842442406566294
17280.0,2.7568911603076183
18720.0,2.819965248420778
20160.0,2.867631908729063
21600.0,2.9103700035259834
23040.0,2.9462441245583206
24480.0,2.987547675467309
25920.0,3.0208990776481834
27360.0,3.055432977618219
28800.0,3.0721421037474315
30240.0,3.0859764777654033
31680.0,3.101429488045433
33120.0,3.1142628938001153
34560.0,3.1222772635997105
36000.0,3.1328048393415284
37440.0,3.1367828585820714
38880.0,3.1391236255493107
40320.0,3.141154774991263
41760.0,3.145301089797355
43200.0,3.1457678154049775
44640.0,3.14608612916614
46080.0,3.1467291826099664
47520.0,3.150309467337932
48960.0,3.15004770708768
50400.0,3.1506055527517
51840.0,3.15410748920214
53280.0,3.1535117926480423
54720.0,3.1521802253806337
56160.0,3.151925376418157
57600.0,3.1539004632636343
59040.0,3.152620252669899
60480.0,3.1518760859736776
61920.0,3.154265247650853
63360.0,3.1530131788356974
64800.0,3.152145056819704
66240.0,3.1528387542546583
67680.0,3.1538011262156833
69120.0,3.153043533490379
70560.0,3.151491112634264
72000.0,3.1539614157017115
73440.0,3.1534299688157206
74880.0,3.15217989978701
76320.0,3.1519817299488158
77760.0,3.153752151062326
79200.0,3.152404765862399
80640.0,3.152397520799506
82080.0,3.1540323165665574
83520.0,3.1535012295455385
84960.0,3.1524167665119753
86400.0,3.1525114969000754
87840.0,3.15216436490752
89280.0,3.1524047658627077
90720.0,3.1514961005486954
92160.0,3.1544523755115246
93600.0,3.1531269929434824
95040.0,3.152540827469268
96480.0,3.151795919429976
97920.0,3.15412006655946
99360.0,3.1523817098211597
100800.0,3.152101682230433
102240.0,3.155211836062463
103680.0,3.1536442325432574
105120.0,3.151702324615949
106560.0,3.15285771633295
108000.0,3.153969236718937
109440.0,3.1529839735228675
110880.0,3.1523682566149747
112320.0,3.1550234701761877
113760.0,3.153855722250322
115200.0,3.15172125495055
116640.0,3.1532322379019266
118080.0,3.1547811867193127
119520.0,3.1530966891520813
120960.0,3.152549470209178
122400.0,3.155422293041412
123840.0,3.1535493706610667
125280.0,3.152803349969894
